Category,Building,Level,Hitpoints,DPS,Cost,Time,Required Town Hall
Traps,Spring Trap,12,,,13000000,3d,17
Traps,Spring Trap,13,,,16000000,11d,18
Traps,Tornado Trap,1,,,1800000,N/A,11
Traps,Tornado Trap,2,,,2000000,1d,11
Traps,Tornado Trap,3,,,2500000,2d,12
Troops,Apprentice Warden,1,1500,170,N/A,N/A,N/A
Troops,Apprentice Warden,2,1650,185,90000,6d,11
Troops,Apprentice Warden,3,1800,200,135000,7d 12h,12
Troops,Apprentice Warden,4,1950,215,160000,8d,13
Troops,Archer,1,22,8,N/A,N/A,N/A
Troops,Archer,2,26,10,20000,1h,1
Troops,Archer,3,29,13,80000,2h,3
Troops,Archer,4,33,16,200000,3h,5
Troops,Archer,5,40,20,500000,8h,6
Troops,Archer,6,44,22,1000000,12h,7
Troops,Archer,7,48,25,1500000,1d,8
Troops,Archer,8,52,28,2300000,1d 12h,9
Troops,Archer,9,56,31,3000000,2d,10
Troops,Archer,10,60,34,4500000,3d,12
Troops,Archer,11,64,37,6500000,4d,13
Troops,Archer,12,68,40,9000000,4d 12h,14
Troops,Archer,13,72,43,14000000,9d,15
Troops,Archer,14,76,46,25000000,13d 12h,16
Troops,Baby Dragon,1,1200,75 / 225,N/A,N/A,N/A
Troops,Baby Dragon,2,1300,85 / 255,1500000,1d,7
Troops,Baby Dragon,3,1400,95 / 285,2000000,1d 12h,8
Troops,Baby Dragon,4,1500,105 / 315,2800000,2d,8
Troops,Baby Dragon,5,1600,115 / 345,3700000,2d 18h,9
Troops,Baby Dragon,6,1700,125 / 375,4800000,3d,10
Troops,Baby Dragon,7,1800,135 / 405,6200000,4d,11
Troops,Baby Dragon,8,1900,145 / 435,9500000,6d,12
Troops,Baby Dragon,9,2000,155 / 465,11000000,7d,13
Troops,Baby Dragon,10,2100,165 / 495,13500000,7d 6h,14
Troops,Baby Dragon,11,2200,175 / 525,16500000,10d,15
Troops,Baby Dragon,12,2350,185 / 555,29000000,15d 6h,16
Troops,Balloon,1,150,25,N/A,N/A,25
Troops,Balloon,2,180,32,100000,4h,32
Troops,Balloon,3,216,48,400000,6h,48
Troops,Balloon,4,280,72,720000,18h,72
Troops,Balloon,5,390,108,1300000,1d,108
Troops,Balloon,6,545,162,2750000,3d,162
Troops,Balloon,7,690,198,4400000,3d 6h,214
Troops,Balloon,8,840,236,5000000,3d 12h,268
Troops,Balloon,9,940,256,7000000,4d 12h,322
Troops,Balloon,10,1040,276,10000000,7d,352
Troops,Balloon,11,1140,290,14000000,8d 12h,375
Troops,Balloon,12,1240,304,17500000,11d,398
Troops,Balloon,13,1360,326,28000000,14d 18h,425
Troops,Barbarian,1,45,9,N/A,N/A,N/A
Troops,Barbarian,2,54,12,10000,30m,1
Troops,Barbarian,3,65,15,50000,1h,3
Troops,Barbarian,4,85,18,130000,2h,5
Troops,Barbarian,5,105,23,300000,4h,6
Troops,Barbarian,6,125,26,800000,8h,7
Troops,Barbarian,7,160,30,1000000,12h,8
Troops,Barbarian,8,205,34,1500000,1d,9
Troops,Barbarian,9,230,38,2500000,1d 12h,10
Troops,Barbarian,10,250,42,4300000,2d,12
Troops,Barbarian,11,270,45,6000000,3d,13
Troops,Barbarian,12,290,48,8000000,4d,14
Troops,Barbarian,13,310,51,24000000,12d 12h,16
Troops,Bowler,1,325,60,N/A,N/A,N/A
Troops,Bowler,2,375,72,32500,2d,8
Troops,Bowler,3,420,84,44000,2d 12h,9
Troops,Bowler,4,470,96,62500,3d,10
Troops,Bowler,5,505,102,85000,4d,11
Troops,Bowler,6,530,108,110000,6d,12
Troops,Bowler,7,565,114,145000,7d,13
Troops,Bowler,8,600,126,175000,7d 12h,14
Troops,Bowler,9,700,140,260000,10d,15
Troops,Bowler,10,860,160,360000,15d,16
Troops,Dragon,1,1900,140,N/A,N/A,N/A
Troops,Dragon,2,2100,160,1000000,18h,5
Troops,Dragon,3,2300,180,2000000,1d 12h,6
Troops,Dragon,4,2700,210,3000000,2d,7
Troops,Dragon,5,3100,240,3800000,3d,8
Troops,Dragon,6,3400,270,4900000,4d,9
Troops,Dragon,7,3900,310,5000000,4d 12h,10
Troops,Dragon,8,4200,330,7500000,5d,11
Troops,Dragon,9,4500,350,10500000,7d,12
Troops,Dragon,10,4900,370,12000000,7d 12h,13
Troops,Dragon,11,5300,390,14000000,8d 12h,14
Troops,Dragon,12,5700,410,18500000,10d,15
Troops,Dragon,13,6000,430,28500000,15d,16
Troops,Dragon Rider,1,4100,340,N/A,N/A,700
Troops,Dragon Rider,2,4400,370,7500000,6d,800
Troops,Dragon Rider,3,4700,400,12000000,8d,900
Troops,Dragon Rider,4,5100,430,14500000,9d,"1,000"
Troops,Dragon Rider,5,5600,470,19000000,10d 6h,"1,100"
Troops,Dragon Rider,6,6000,510,29500000,15d 12h,"1,200"
Troops,Druid,1,1300,,N/A,N/A,N/A
Troops,Druid,2,1400,,125000,8d,12
Troops,Druid,3,1500,,175000,9d,13
Troops,Druid,4,1600,,187500,11d,14
Troops,Druid,5,1700,,300000,12d,15
Troops,Druid,6,1850,,380000,15d 12h,16
Troops,Electro Dragon,1,3400,260,N/A,N/A,N/A
Troops,Electro Dragon,2,3900,290,6000000,4d,9
Troops,Electro Dragon,3,4400,320,7000000,4d 12h,10
Troops,Electro Dragon,4,4700,350,9000000,7d,11
Troops,Electro Dragon,5,5000,380,11000000,8d,12
Troops,Electro Dragon,6,5400,410,14000000,8d 12h,13
Troops,Electro Dragon,7,5700,440,16000000,9d,14
Troops,Electro Dragon,8,6200,460,20000000,10d,15
Troops,Electro Dragon,9,6700,500,30000000,16d,16
Troops,Electro Titan,1,7200,180 / 75,N/A,N/A,N/A
Troops,Electro Titan,2,7700,200 / 100,14000000,8d,12
Troops,Electro Titan,3,8200,220 / 125,16000000,9d,13
Troops,Electro Titan,4,8700,240 / 137,18500000,11d,14
Troops,Electro Titan,5,9200,270 / 150,30000000,16d,16
Troops,Giant,1,400,12,N/A,N/A,N/A
Troops,Giant,2,500,15,40000,2h,2
Troops,Giant,3,600,20,150000,4h,4
Troops,Giant,4,700,24,400000,6h,5
Troops,Giant,5,900,31,800000,12h,6
Troops,Giant,6,1100,43,1500000,1d,7
Troops,Giant,7,1300,55,2300000,1d 12h,8
Troops,Giant,8,1500,62,2600000,2d,9
Troops,Giant,9,1850,70,3400000,2d 6h,10
Troops,Giant,10,2000,78,5000000,3d,11
Troops,Giant,11,2200,86,7500000,4d,13
Troops,Giant,12,2400,94,10000000,5d,14
Troops,Giant,13,2700,104,15000000,9d 12h,15
Troops,Giant,14,3000,114,25000000,13d 12h,16
Troops,Goblin,1,25,11,N/A,N/A,N/A
Troops,Goblin,2,30,14,45000,2h,1
Troops,Goblin,3,36,19,100000,3h,3
Troops,Goblin,4,50,24,500000,6h,5
Troops,Goblin,5,65,32,700000,12h,6
Troops,Goblin,6,80,42,1600000,1d,7
Troops,Goblin,7,105,52,2200000,1d 12h,8
Troops,Goblin,8,126,62,3700000,2d 6h,10
Troops,Goblin,9,146,72,8000000,5d,13
Troops,Goblin,10,166,82,26000000,14d,16
Troops,Golem,1,5100,35,N/A,N/A,2
Troops,Golem,2,5400,40,4000,16h,2
Troops,Golem,3,5700,45,6000,1d 12h,2
Troops,Golem,4,6000,50,10000,2d,2
Troops,Golem,5,6300,55,18500,2d 6h,2
Troops,Golem,6,6600,60,26500,2d 12h,2
Troops,Golem,7,7000,65,38500,2d 18h,2
Troops,Golem,8,7500,70,50000,3d,3
Troops,Golem,9,7900,75,62500,3d 12h,3
Troops,Golem,10,8200,80,80000,4d,3
Troops,Golem,11,8500,85,105000,5d,3
Troops,Golem,12,8800,90,122500,5d 12h,3
Troops,Golem,13,9200,95,175000,6d,4
Troops,Golem,14,9600,100,230000,10d,4
Troops,Golem,15,10600,120,350000,14d 12h,4
Troops,Headhunter,1,360,105,N/A,N/A,N/A
Troops,Headhunter,2,400,115,57500,5d,10
Troops,Headhunter,3,440,125,90000,7d,11
Troops,Headhunter,4,500,135,370000,15d 12h,16
Troops,Healer,1,500,,N/A,N/A,N/A
Troops,Healer,2,700,,450000,12h,5
Troops,Healer,3,900,,900000,1d,6
Troops,Healer,4,1200,,2500000,2d,7
Troops,Healer,5,1500,,4000000,3d,9
Troops,Healer,6,1600,,6000000,4d 12h,11
Troops,Healer,7,1700,,9500000,6d 12h,12
Troops,Healer,8,1800,,11000000,7d,13
Troops,Healer,9,1900,,13000000,7d 6h,14
Troops,Healer,10,2000,,17000000,11d,15
Troops,Healer,11,2100,,28500000,15d,16
Troops,Hog Rider,1,270,60,N/A,N/A,N/A
Troops,Hog Rider,2,312,70,2000,10h,5
Troops,Hog Rider,3,370,80,3500,18h,6
Troops,Hog Rider,4,430,92,5000,1d,6
Troops,Hog Rider,5,500,105,10000,2d,7
Troops,Hog Rider,6,590,118,18500,2d 6h,8
Troops,Hog Rider,7,700,140,35000,2d 12h,9
Troops,Hog Rider,8,810,155,47500,3d,10
Troops,Hog Rider,9,890,165,50000,3d 12h,10
Troops,Hog Rider,10,970,176,85000,4d,11
Troops,Hog Rider,11,1080,187,107500,5d,12
Troops,Hog Rider,12,1230,200,125000,5d 12h,13
Troops,Hog Rider,13,1380,213,175000,6d 12h,14
Troops,Hog Rider,14,1500,225,240000,10d,15
Troops,Hog Rider,15,1750,250,340000,14d 12h,16
Troops,Ice Golem,1,2600,24,N/A,N/A,N/A
Troops,Ice Golem,2,2800,28,27500,2d,9
Troops,Ice Golem,3,3000,32,42500,2d 12h,9
Troops,Ice Golem,4,3200,36,50000,3d 6h,10
Troops,Ice Golem,5,3400,40,62500,4d,10
Troops,Ice Golem,6,3600,44,110000,6d 12h,12
Troops,Ice Golem,7,3900,48,140000,7d 12h,13
Troops,Ice Golem,8,4200,52,180000,8d,14
Troops,Ice Golem,9,4350,56,280000,10d 14h,15
Troops,Lava Hound,1,6100,10,N/A,N/A,8
Troops,Lava Hound,2,6500,12,14000,2d,9
Troops,Lava Hound,3,6800,14,21500,2d 12h,10
Troops,Lava Hound,4,7200,16,42500,3d,11
Troops,Lava Hound,5,7600,18,60000,4d,12
Troops,Lava Hound,6,8000,20,80000,7d,13
Troops,Lava Hound,7,8500,22,200000,8d,14
Troops,Lava Hound,8,9500,24,345000,15d 6h,15
Troops,Miner,1,550,80,N/A,N/A,N/A
Troops,Miner,2,610,88,1500000,1d,8
Troops,Miner,3,670,96,2600000,2d,8
Troops,Miner,4,730,104,3000000,2d 6h,9
Troops,Miner,5,800,112,4000000,2d 12h,9
Troops,Miner,6,900,120,4800000,3d,10
Troops,Miner,7,1000,128,6000000,4d,11
Troops,Miner,8,1150,136,8600000,6d,12
Troops,Miner,9,1350,144,10500000,6d 12h,13
Troops,Miner,10,1550,160,12500000,7d,14
Troops,Miner,11,1750,175,16500000,9d 12h,15
Troops,Miner,12,2050,195,28000000,14d 12h,16
Troops,Minion,1,58,38,N/A,N/A,N/A
Troops,Minion,2,63,41,1000,6h,5
Troops,Minion,3,68,44,2500,8h,6
Troops,Minion,4,73,47,5000,12h,6
Troops,Minion,5,78,50,10000,1d,7
Troops,Minion,6,84,54,15000,1d 12h,8
Troops,Minion,7,90,58,31500,1d 18h,9
Troops,Minion,8,96,62,47500,2d,10
Troops,Minion,9,102,66,75000,3d,11
Troops,Minion,10,108,70,100000,4d,12
Troops,Minion,11,114,74,115000,4d 12h,13
Troops,Minion,12,120,78,160000,5d,14
Troops,Minion,13,130,84,220000,9d,15
Troops,Minion,14,140,92,335000,14d,16
Troops,P.E.K.K.A,1,3000,260,N/A,N/A,N/A
Troops,P.E.K.K.A,2,3500,290,600000,12h,6
Troops,P.E.K.K.A,3,4000,320,1300000,18h,6
Troops,P.E.K.K.A,4,4500,360,2000000,1d,7
Troops,P.E.K.K.A,5,5000,410,2100000,1d 12h,8
Troops,P.E.K.K.A,6,5500,470,2500000,2d,8
Troops,P.E.K.K.A,7,5900,540,4500000,3d,9
Troops,P.E.K.K.A,8,6300,610,5000000,3d 12h,10
Troops,P.E.K.K.A,9,6700,680,5800000,4d,11
Troops,P.E.K.K.A,10,7200,750,10500000,5d 12h,13
Troops,P.E.K.K.A,11,7700,810,12000000,7d,14
Troops,P.E.K.K.A,12,8200,870,16000000,10d,15
Troops,P.E.K.K.A,13,8800,940,28000000,14d 12h,16
Troops,Root Rider,1,6200,95 / 10000,N/A,N/A,N/A
Troops,Root Rider,2,6350,105 / 10000,15000000,8d,13
Troops,Root Rider,3,6500,115 / 10000,17600000,10d,14
Troops,Root Rider,4,6700,125 / 10000,30000000,16d,16
Troops,Valkyrie,1,750,94,N/A,N/A,N/A
Troops,Valkyrie,2,850,106,3000,8h,6
Troops,Valkyrie,3,950,119,5000,1d,7
Troops,Valkyrie,4,1050,133,10000,1d 12h,7
Troops,Valkyrie,5,1300,148,16000,1d 18h,8
Troops,Valkyrie,6,1500,167,31500,2d,9
Troops,Valkyrie,7,1650,185,55000,2d 6h,10
Troops,Valkyrie,8,1800,196,77500,3d,11
Troops,Valkyrie,9,2000,208,105000,4d 12h,12
Troops,Valkyrie,10,2400,223,120000,5d,13
Troops,Valkyrie,11,2600,238,170000,6d,14
Troops,Valkyrie,12,2900,255,340000,14d,15
Troops,Wall Breaker,1,20,,N/A,N/A,N/A
Troops,Wall Breaker,2,24,,80000,3h,2
Troops,Wall Breaker,3,29,,200000,4h,4
Troops,Wall Breaker,4,35,,450000,12h,5
Troops,Wall Breaker,5,53,,1000000,16h,6
Troops,Wall Breaker,6,72,,2400000,1d,8
Troops,Wall Breaker,7,82,,2800000,1d 12h,9
Troops,Wall Breaker,8,92,,3800000,2d 12h,10
Troops,Wall Breaker,9,112,,5200000,3d,11
Troops,Wall Breaker,10,130,,6500000,5d,12
Troops,Wall Breaker,11,140,,9500000,5d 12h,13
Troops,Wall Breaker,12,150,,11000000,6d,14
Troops,Wall Breaker,13,160,,15500000,10d,15
Troops,Wall Breaker,14,170,,26000000,14d,16
Troops,Witch,1,300,100,N/A,N/A,N/A
Troops,Witch,2,320,110,20000,2d,7
Troops,Witch,3,400,140,29000,3d,8
Troops,Witch,4,470,165,45000,3d 12h,9
Troops,Witch,5,520,185,62500,4d,10
Troops,Witch,6,540,200,150000,5d 12h,13
Troops,Witch,7,560,220,180000,7d 6h,14
Troops,Witch,8,650,260,355000,15d 12h,16
Troops,Wizard,1,75,50,N/A,N/A,N/A
Troops,Wizard,2,90,70,120000,4h,3
Troops,Wizard,3,108,90,300000,5h,4
Troops,Wizard,4,135,125,600000,12h,5
Troops,Wizard,5,165,170,1200000,18h,6
Troops,Wizard,6,180,185,2000000,1d 12h,7
Troops,Wizard,7,195,200,2500000,2d,8
Troops,Wizard,8,210,215,3100000,2d 6h,9
Troops,Wizard,9,230,230,4000000,2d 12h,10
Troops,Wizard,10,250,245,5500000,3d 12h,11
Troops,Wizard,11,270,260,10000000,5d 12h,13
Troops,Wizard,12,290,275,11500000,7d,14
Troops,Wizard,13,310,290,16000000,10d 12h,15
Troops,Wizard,14,330,310,27000000,14d,16
Troops,Yeti,1,2900,230,N/A,N/A,N/A
Troops,Yeti,2,3200,250,5000000,3d,10
Troops,Yeti,3,3500,270,6500000,4d 12h,11
Troops,Yeti,4,3700,290,10000000,7d,12
Troops,Yeti,5,3900,310,12000000,7d 12h,13
Troops,Yeti,6,4100,330,14500000,8d 6h,14
Troops,Yeti,7,4300,350,17000000,10d,15
Troops,Yeti,8,4650,380,27500000,15d 12h,16
